date,avg_order_value
2025-11-29,594.1199999999999
2025-11-30,154.07
2025-12-01,1607.32
2025-12-02,639.99
2025-12-04,310.13
2025-12-05,1167.0566666666666
2025-12-06,232.18
2025-12-07,204.67
2025-12-09,402.525
2025-12-10,419.87
2025-12-11,1755.96
2025-12-12,218.33
2025-12-14,885.99
2025-12-15,223.68
2025-12-17,390.8
2025-12-18,601.5999999999999
2025-12-19,1755.96
2025-12-20,532.0033333333332
2025-12-21,350.825
2025-12-22,710.2760000000001
2025-12-23,239.1
2025-12-24,784.48
2025-12-25,879.85
2025-12-26,309.85
2025-12-28,833.025
2025-12-30,581.92
2025-12-31,807.9325
2026-01-01,848.9433333333333
2026-01-02,1273.45
2026-01-03,1720.64
2026-01-05,474.66999999999996
2026-01-06,814.0233333333334
2026-01-09,181.39000000000001
2026-01-10,301.15
2026-01-11,659.1133333333333
2026-01-12,444.6675
2026-01-13,557.97
2026-01-15,274.83000000000004
2026-01-16,499.09499999999997
2026-01-17,257.9
2026-01-18,1384.95
2026-01-21,303.58
2026-01-22,473.16
2026-01-23,222.69
2026-01-26,771.68
2026-01-28,1433.84
2026-01-31,808.9866666666667
2026-02-01,311.31666666666666
2026-02-02,228.53
2026-02-04,265.63
2026-02-05,685.8199999999999
2026-02-06,983.21
2026-02-07,367.48
2026-02-08,888.8
2026-02-09,1143.85
2026-02-11,347.54
2026-02-12,146.06
2026-02-13,406.91
2026-02-14,395.36
2026-02-15,689.34
2026-02-16,459.90333333333336
2026-02-17,953.39
2026-02-18,826.925
2026-02-19,292.005
2026-02-20,1074.1566666666668
2026-02-21,397.02500000000003
2026-02-22,280.62
2026-02-23,474.94
2026-02-25,622.45
2026-02-26,820.1233333333333
2026-02-27,308.7966666666667
2026-03-02,196.27
2026-03-04,202.49
2026-03-05,740.77
2026-03-06,738.84
2026-03-09,675.29
2026-03-10,184.94
2026-03-11,820.19
2026-03-12,285.19
2026-03-13,369.51000000000005
2026-03-14,807.105
2026-03-15,219.91
2026-03-16,718.01
2026-03-17,707.0875000000001
2026-03-18,523.555
2026-03-19,1755.96
2026-03-20,855.1
2026-03-21,416.09
2026-03-22,1267.905
2026-03-23,314.14
2026-03-24,393.5
2026-03-25,201.33
2026-03-27,520.94
2026-03-29,632.135
2026-03-30,542.54
2026-04-01,1021.7466666666666
2026-04-02,730.92
2026-04-03,560.405
2026-04-05,790.4699999999999
2026-04-06,1755.96
2026-04-08,1755.96
2026-04-09,769.57
2026-04-11,284.4
2026-04-12,996.6100000000001
2026-04-13,392.02
2026-04-14,623.6075000000001
2026-04-15,682.368
2026-04-17,504.34999999999997
2026-04-18,503.3866666666667
2026-04-19,774.745
2026-04-20,168.76
2026-04-21,68.61
2026-04-23,721.27
2026-04-24,260.96
2026-04-25,1008.905
2026-04-27,560.2533333333333
2026-04-28,597.665
2026-04-29,408.01
2026-04-30,465.81666666666666
2026-05-01,290.03
2026-05-02,384.76
2026-05-03,531.9
2026-05-04,449.74
2026-05-05,398.3666666666666
2026-05-06,738.13
2026-05-07,519.4
2026-05-08,1411.44
2026-05-09,554.08
2026-05-13,440.85
2026-05-14,364.25
2026-05-15,557.0075
2026-05-16,1385.58
2026-05-17,1597.48
2026-05-18,208.43
2026-05-19,639.99
2026-05-20,465.845
2026-05-21,544.41
2026-05-22,787.615
2026-05-23,750.9
2026-05-24,398.1
2026-05-25,848.1850000000001
2026-05-26,159.7
2026-05-27,351.78000000000003
2026-05-28,945.28
2026-05-30,413.64
2026-06-01,704.83
2026-06-02,580.64
2026-06-03,732.83
2026-06-04,286.03
2026-06-07,600.955
2026-06-08,555.0133333333333
2026-06-09,934.105
2026-06-10,688.73
2026-06-13,239.34333333333333
2026-06-14,486.015
2026-06-15,134.25
2026-06-19,1537.9
2026-06-20,915.96
2026-06-22,213.86
2026-06-23,1133.84
2026-06-24,739.3100000000001
2026-06-25,1203.04
2026-06-29,956.5
2026-06-30,260.0
2026-07-01,266.125
2026-07-02,383.24
2026-07-03,1256.83
2026-07-04,1181.55
2026-07-07,608.805
2026-07-08,145.13
2026-07-09,342.91
2026-07-10,810.1933333333333
2026-07-11,441.82000000000005
2026-07-12,935.5
2026-07-13,571.49
2026-07-14,576.9233333333333
2026-07-15,825.7566666666667
2026-07-16,465.43666666666667
2026-07-17,527.7933333333334
2026-07-18,281.24
2026-07-19,633.575
2026-07-21,917.8333333333334
2026-07-23,425.995
2026-07-24,542.15
2026-07-25,254.2
2026-07-26,1549.37
2026-07-27,692.6
2026-07-28,786.35
2026-07-30,460.46333333333337
2026-08-01,255.925
2026-08-02,339.18
2026-08-04,886.9000000000001
2026-08-07,789.6
2026-08-08,962.44
2026-08-09,871.33
2026-08-10,663.21
2026-08-11,1221.89
2026-08-13,963.58
2026-08-14,278.07
2026-08-16,232.13
2026-08-18,216.86
2026-08-19,315.15
2026-08-20,1188.7233333333334
2026-08-21,502.34
2026-08-22,849.9933333333333
2026-08-24,404.73
2026-08-25,734.6533333333333
2026-08-26,676.08
