order_id,food_id,quantity,unit_price,discount,total_price
168,12,1,287.39,0.0,287.39
169,72,2,231.98,0.0,463.96
170,133,2,199.52,0.0,399.04
170,1,1,170.71,0.0,170.71
170,133,1,199.52,0.0,199.52
171,174,1,168.72,0.0,168.72
171,174,2,168.72,0.0,337.44
171,176,1,151.88,0.0,151.88
171,198,1,50.34,0.0,50.34
172,17,1,57.66,0.0,57.66
173,23,2,235.13,0.0,470.26
174,101,1,144.63,0.0,144.63
174,1,1,170.71,0.0,170.71
175,3,1,252.17,0.0,252.17
175,165,1,275.34,0.0,275.34
176,152,1,213.79,0.0,213.79
176,4,1,228.49,0.0,228.49
177,140,1,216.66,0.0,216.66
177,94,1,177.98,0.0,177.98
177,78,3,226.72,0.0,680.16
178,21,3,202.35,0.0,607.05
179,95,2,281.68,43.21,520.15
180,92,1,167.15,0.0,167.15
181,101,1,144.63,0.0,144.63
181,1,2,170.71,0.0,341.42
182,163,2,158.4,0.0,316.8
182,85,1,62.56,0.0,62.56
183,97,3,127.27,0.0,381.81
183,30,1,241.85,53.39,188.46
184,139,4,162.53,0.0,650.12
184,15,1,247.23,0.0,247.23
184,139,1,162.53,0.0,162.53
184,139,1,162.53,22.02,140.51
185,49,1,215.82,0.0,215.82
185,186,2,147.99,0.0,295.98
186,144,1,198.4,0.0,198.4
187,142,1,122.92,0.0,122.92
187,48,3,251.66,0.0,754.98
187,43,1,163.98,13.96,150.02
188,178,1,176.42,0.0,176.42
188,185,1,224.62,0.0,224.62
189,92,1,167.15,0.0,167.15
189,92,1,167.15,22.19,144.96
190,2,2,166.94,0.0,333.88
191,27,1,206.98,0.0,206.98
192,29,1,220.52,0.0,220.52
193,189,3,166.79,0.0,500.37
193,197,3,178.95,22.97,513.88
194,129,1,279.43,0.0,279.43
195,72,1,231.98,0.0,231.98
196,193,1,134.75,0.0,134.75
196,107,2,215.38,0.0,430.76
196,144,1,198.4,0.0,198.4
197,102,1,201.74,14.47,187.27
198,127,1,233.63,0.0,233.63
199,165,1,275.34,0.0,275.34
200,14,2,155.43,0.0,310.86
200,14,1,155.43,0.0,155.43
201,21,1,202.35,0.0,202.35
201,23,1,235.13,0.0,235.13
202,175,1,187.14,0.0,187.14
203,88,2,102.38,0.0,204.76
203,57,1,128.81,0.0,128.81
203,127,2,233.63,0.0,467.26
203,192,2,141.42,0.0,282.84
203,127,1,233.63,32.9,200.73
204,15,1,247.23,0.0,247.23
204,139,1,162.53,0.0,162.53
205,13,1,204.98,0.0,204.98
206,68,3,177.65,0.0,532.95
206,68,1,177.65,0.0,177.65
206,130,1,242.6,24.96,217.64
207,159,2,201.51,0.0,403.02
207,196,2,129.19,0.0,258.38
208,35,2,143.72,0.0,287.44
208,82,1,134.91,0.0,134.91
209,29,1,220.52,0.0,220.52
209,19,2,168.6,0.0,337.2
210,15,1,247.23,0.0,247.23
211,178,1,176.42,0.0,176.42
211,90,1,209.34,0.0,209.34
211,156,1,237.59,0.0,237.59
212,143,3,193.43,0.0,580.29
213,60,1,176.68,0.0,176.68
213,60,4,176.68,0.0,706.72
213,74,3,141.68,22.23,402.81
214,149,1,133.71,0.0,133.71
215,119,2,277.31,0.0,554.62
216,139,3,162.53,0.0,487.59
217,13,2,204.98,0.0,409.96
218,174,2,168.72,0.0,337.44
219,99,3,218.4,0.0,655.2
220,119,1,277.31,0.0,277.31
220,153,3,211.31,0.0,633.93
220,65,1,171.34,0.0,171.34
220,153,1,211.31,0.0,211.31
220,24,1,251.12,0.0,251.12
221,189,1,166.79,0.0,166.79
221,189,2,166.79,0.0,333.58
221,2,1,166.94,0.0,166.94
221,197,1,178.95,0.0,178.95
222,104,1,195.48,0.0,195.48
222,61,1,159.71,0.0,159.71
222,190,1,203.62,0.0,203.62
223,109,1,200.86,0.0,200.86
224,11,3,95.61,0.0,286.83
224,151,3,209.63,0.0,628.89
224,5,1,251.64,0.0,251.64
224,191,2,142.82,0.0,285.64
225,190,2,203.62,0.0,407.24
226,12,1,287.39,0.0,287.39
226,12,1,287.39,50.43,236.96
227,193,2,134.75,16.61,252.89
228,69,1,175.15,0.0,175.15
228,184,1,186.27,0.0,186.27
229,127,1,233.63,0.0,233.63
229,106,3,139.38,32.0,386.14
230,109,1,200.86,0.0,200.86
230,188,1,174.67,36.75,137.92
231,169,1,207.76,0.0,207.76
232,7,1,174.65,0.0,174.65
232,55,2,167.79,0.0,335.58
233,5,1,251.64,0.0,251.64
233,146,1,260.04,0.0,260.04
234,2,2,166.94,28.96,304.92
235,42,1,256.94,0.0,256.94
236,137,1,164.64,0.0,164.64
237,146,1,260.04,0.0,260.04
238,183,1,185.49,0.0,185.49
238,39,3,155.66,0.0,466.98
239,87,5,203.96,0.0,1019.8
239,149,1,133.71,0.0,133.71
239,63,5,194.65,0.0,973.25
239,87,1,203.96,0.0,203.96
240,103,1,280.15,0.0,280.15
240,86,1,192.01,0.0,192.01
240,165,1,275.34,0.0,275.34
240,3,2,252.17,0.0,504.34
241,72,2,231.98,0.0,463.96
242,74,1,141.68,0.0,141.68
243,124,1,140.15,0.0,140.15
243,59,2,177.46,26.06,328.86
244,31,1,242.14,19.16,222.98
244,113,4,177.36,0.0,709.44
245,193,1,134.75,12.51,122.24
246,111,1,196.62,0.0,196.62
246,34,1,160.34,0.0,160.34
247,139,2,162.53,30.04,295.02
248,76,1,242.13,0.0,242.13
249,146,5,260.04,0.0,1300.2
250,105,1,205.68,0.0,205.68
251,31,2,242.14,0.0,484.28
252,130,2,242.6,0.0,485.2
253,48,2,251.66,24.88,478.44
253,48,1,251.66,0.0,251.66
254,64,1,213.31,0.0,213.31
254,99,2,218.4,0.0,436.8
254,99,2,218.4,32.25,404.55
255,49,1,215.82,0.0,215.82
256,116,1,101.23,0.0,101.23
256,141,1,227.19,0.0,227.19
257,185,1,224.62,0.0,224.62
257,156,1,237.59,0.0,237.59
258,66,1,109.91,0.0,109.91
258,147,1,147.11,0.0,147.11
259,189,1,166.79,0.0,166.79
259,2,1,166.94,32.47,134.47
259,2,1,166.94,0.0,166.94
260,126,1,167.87,0.0,167.87
260,43,1,163.98,0.0,163.98
260,48,2,251.66,0.0,503.32
261,175,1,187.14,0.0,187.14
262,194,1,125.02,0.0,125.02
262,94,3,177.98,0.0,533.94
263,92,4,167.15,0.0,668.6
263,92,1,167.15,0.0,167.15
264,132,3,168.51,0.0,505.53
265,161,1,249.34,0.0,249.34
265,16,1,160.73,0.0,160.73
265,37,1,272.65,0.0,272.65
265,170,1,224.35,0.0,224.35
266,64,1,213.31,0.0,213.31
267,153,1,211.31,0.0,211.31
267,24,4,251.12,0.0,1004.48
267,65,1,171.34,0.0,171.34
268,174,1,168.72,41.37,127.35
268,176,1,151.88,0.0,151.88
268,198,1,50.34,0.0,50.34
269,47,2,196.31,0.0,392.62
269,81,1,93.49,0.0,93.49
269,47,1,196.31,0.0,196.31
270,46,2,183.07,0.0,366.14
271,135,2,155.76,0.0,311.52
272,99,2,218.4,0.0,436.8
273,72,1,231.98,0.0,231.98
273,23,1,235.13,0.0,235.13
274,122,3,221.26,0.0,663.78
275,77,1,193.44,0.0,193.44
275,17,1,57.66,0.0,57.66
276,32,2,167.65,20.7,314.6
277,158,1,99.72,0.0,99.72
278,166,1,229.72,0.0,229.72
278,148,1,150.7,0.0,150.7
279,32,4,167.65,0.0,670.6
280,74,3,141.68,0.0,425.04
280,179,2,319.57,0.0,639.14
281,20,1,145.41,0.0,145.41
282,19,2,168.6,0.0,337.2
282,8,1,281.11,0.0,281.11
282,188,2,174.67,9.01,340.33
282,188,3,174.67,0.0,524.01
283,30,1,241.85,0.0,241.85
283,97,1,127.27,0.0,127.27
283,18,1,103.15,23.58,79.57
283,30,2,241.85,0.0,483.7
283,38,1,166.39,0.0,166.39
284,7,1,174.65,0.0,174.65
285,99,1,218.4,0.0,218.4
285,99,2,218.4,0.0,436.8
285,64,2,213.31,0.0,426.62
286,80,1,102.55,0.0,102.55
286,91,2,218.42,49.26,387.58
286,91,1,218.42,0.0,218.42
287,1,2,170.71,0.0,341.42
287,172,1,177.72,0.0,177.72
287,96,3,244.95,0.0,734.85
288,146,1,260.04,0.0,260.04
289,89,1,223.95,0.0,223.95
289,68,1,177.65,0.0,177.65
290,60,1,176.68,0.0,176.68
290,179,1,319.57,0.0,319.57
290,179,2,319.57,0.0,639.14
291,66,1,109.91,0.0,109.91
291,14,1,155.43,0.0,155.43
291,14,1,155.43,18.17,137.26
291,83,1,277.87,0.0,277.87
291,66,2,109.91,0.0,219.82
292,13,1,204.98,0.0,204.98
293,159,1,201.51,0.0,201.51
294,175,1,187.14,0.0,187.14
294,175,4,187.14,0.0,748.56
295,60,2,176.68,0.0,353.36
295,179,3,319.57,0.0,958.71
295,74,1,141.68,0.0,141.68
296,175,1,187.14,0.0,187.14
296,175,3,187.14,0.0,561.42
296,175,2,187.14,0.0,374.28
297,74,1,141.68,0.0,141.68
298,75,2,131.03,0.0,262.06
298,75,1,131.03,0.0,131.03
299,124,1,140.15,25.46,114.69
300,92,1,167.15,0.0,167.15
301,12,2,287.39,0.0,574.78
301,12,1,287.39,0.0,287.39
302,106,4,139.38,0.0,557.52
302,192,1,141.42,0.0,141.42
303,173,1,100.22,0.0,100.22
304,31,2,242.14,0.0,484.28
304,31,1,242.14,0.0,242.14
305,75,1,131.03,0.0,131.03
305,175,3,187.14,0.0,561.42
306,164,2,245.23,53.07,437.39
306,22,1,88.13,0.0,88.13
306,51,1,142.96,0.0,142.96
307,77,1,193.44,0.0,193.44
308,139,1,162.53,0.0,162.53
308,15,3,247.23,0.0,741.69
309,183,1,185.49,0.0,185.49
309,71,3,237.49,0.0,712.47
309,25,1,228.02,0.0,228.02
310,12,1,287.39,25.56,261.83
311,196,1,129.19,0.0,129.19
311,159,1,201.51,0.0,201.51
312,175,1,187.14,0.0,187.14
313,141,1,227.19,0.0,227.19
313,138,1,48.35,0.0,48.35
313,69,1,175.15,0.0,175.15
313,184,3,186.27,0.0,558.81
314,74,1,141.68,0.0,141.68
314,179,1,319.57,0.0,319.57
315,103,1,280.15,0.0,280.15
315,86,1,192.01,0.0,192.01
316,139,3,162.53,0.0,487.59
316,139,1,162.53,0.0,162.53
317,12,1,287.39,0.0,287.39
318,197,1,178.95,0.0,178.95
319,24,2,251.12,0.0,502.24
320,42,1,256.94,0.0,256.94
320,33,1,165.75,0.0,165.75
321,172,1,177.72,0.0,177.72
321,101,1,144.63,0.0,144.63
321,101,2,144.63,0.0,289.26
322,46,2,183.07,0.0,366.14
322,55,1,167.79,0.0,167.79
322,46,1,183.07,27.91,155.16
323,53,3,150.03,8.65,441.44
324,134,4,119.24,0.0,476.96
324,173,1,100.22,0.0,100.22
325,51,2,142.96,31.33,254.59
325,164,1,245.23,0.0,245.23
325,51,4,142.96,0.0,571.84
326,113,1,177.36,0.0,177.36
327,154,2,168.71,0.0,337.42
328,52,1,177.08,0.0,177.08
329,59,1,177.46,0.0,177.46
330,41,1,125.55,0.0,125.55
331,195,1,363.06,0.0,363.06
332,63,1,194.65,0.0,194.65
332,87,2,203.96,38.53,369.39
332,149,1,133.71,0.0,133.71
333,5,1,251.64,0.0,251.64
334,18,1,103.15,18.25,84.9
334,97,1,127.27,0.0,127.27
335,168,1,322.43,0.0,322.43
336,42,2,256.94,0.0,513.88
336,42,1,256.94,0.0,256.94
336,33,2,165.75,0.0,331.5
337,51,1,142.96,0.0,142.96
338,86,1,192.01,0.0,192.01
338,3,1,252.17,0.0,252.17
338,86,2,192.01,10.42,373.6
339,23,1,235.13,0.0,235.13
339,21,1,202.35,0.0,202.35
340,196,3,129.19,0.0,387.57
341,108,1,284.65,0.0,284.65
341,97,2,127.27,0.0,254.54
342,191,3,142.82,0.0,428.46
342,5,1,251.64,0.0,251.64
342,11,1,95.61,0.0,95.61
343,165,1,275.34,0.0,275.34
343,103,1,280.15,0.0,280.15
343,3,2,252.17,0.0,504.34
344,22,1,88.13,0.0,88.13
344,22,2,88.13,0.0,176.26
345,25,1,228.02,0.0,228.02
346,141,1,227.19,0.0,227.19
346,116,1,101.23,0.0,101.23
346,184,1,186.27,0.0,186.27
347,174,1,168.72,0.0,168.72
348,175,1,187.14,0.0,187.14
348,175,2,187.14,0.0,374.28
349,155,1,245.67,0.0,245.67
350,132,1,168.51,0.0,168.51
351,76,1,242.13,0.0,242.13
351,76,1,242.13,43.01,199.12
351,9,1,115.9,0.0,115.9
352,154,1,168.71,0.0,168.71
352,145,2,226.72,0.0,453.44
352,145,1,226.72,0.0,226.72
353,91,1,218.42,0.0,218.42
353,91,4,218.42,0.0,873.68
353,80,2,102.55,0.0,205.1
354,124,1,140.15,26.4,113.75
354,171,3,223.73,0.0,671.19
355,149,2,133.71,0.0,267.42
356,128,1,150.38,0.0,150.38
356,82,2,134.91,29.74,240.08
356,35,1,143.72,0.0,143.72
357,37,1,272.65,0.0,272.65
357,161,1,249.34,0.0,249.34
357,16,1,160.73,0.0,160.73
358,170,1,224.35,0.0,224.35
359,121,2,203.98,0.0,407.96
360,168,3,322.43,0.0,967.29
360,168,1,322.43,78.94,243.49
361,15,1,247.23,0.0,247.23
362,154,2,168.71,0.0,337.42
363,34,1,160.34,0.0,160.34
364,68,2,177.65,0.0,355.3
364,89,1,223.95,22.7,201.25
365,44,2,125.75,0.0,251.5
365,44,1,125.75,0.0,125.75
365,155,1,245.67,0.0,245.67
366,129,1,279.43,0.0,279.43
367,12,2,287.39,0.0,574.78
367,12,3,287.39,0.0,862.17
367,12,1,287.39,0.0,287.39
368,189,1,166.79,0.0,166.79
368,2,1,166.94,0.0,166.94
369,91,2,218.42,0.0,436.84
369,91,1,218.42,0.0,218.42
370,73,1,275.65,0.0,275.65
371,181,1,215.51,0.0,215.51
371,45,1,209.44,20.53,188.91
372,139,2,162.53,14.31,310.75
373,45,1,209.44,0.0,209.44
374,71,1,237.49,0.0,237.49
374,39,1,155.66,0.0,155.66
374,136,2,203.82,0.0,407.64
375,100,1,186.42,0.0,186.42
376,139,1,162.53,0.0,162.53
376,139,4,162.53,36.85,613.27
376,15,1,247.23,0.0,247.23
377,128,2,150.38,0.0,300.76
378,80,1,102.55,0.0,102.55
378,91,1,218.42,0.0,218.42
379,52,2,177.08,0.0,354.16
379,95,2,281.68,0.0,563.36
379,95,1,281.68,0.0,281.68
380,170,2,224.35,0.0,448.7
381,108,2,284.65,0.0,569.3
382,17,1,57.66,0.0,57.66
383,134,2,119.24,0.0,238.48
384,100,3,186.42,0.0,559.26
385,134,1,119.24,0.0,119.24
385,53,1,150.03,0.0,150.03
386,145,3,226.72,0.0,680.16
387,161,1,249.34,0.0,249.34
388,113,1,177.36,0.0,177.36
389,189,2,166.79,0.0,333.58
390,199,1,127.55,0.0,127.55
390,199,1,127.55,27.46,100.09
391,46,2,183.07,0.0,366.14
391,55,2,167.79,0.0,335.58
391,46,3,183.07,0.0,549.21
391,7,2,174.65,0.0,349.3
391,7,3,174.65,0.0,523.95
392,129,1,279.43,0.0,279.43
392,156,1,237.59,0.0,237.59
393,2,1,166.94,0.0,166.94
393,197,2,178.95,0.0,357.9
393,197,3,178.95,0.0,536.85
394,11,2,95.61,0.0,191.22
394,146,2,260.04,0.0,520.08
394,5,1,251.64,0.0,251.64
395,171,1,223.73,0.0,223.73
395,58,1,324.99,0.0,324.99
396,198,1,50.34,0.0,50.34
396,198,2,50.34,0.0,100.68
397,80,1,102.55,0.0,102.55
398,90,1,209.34,0.0,209.34
399,128,1,150.38,0.0,150.38
399,35,2,143.72,0.0,287.44
400,95,1,281.68,0.0,281.68
401,4,1,228.49,0.0,228.49
401,152,1,213.79,49.59,164.2
401,149,3,133.71,0.0,401.13
402,38,1,166.39,0.0,166.39
402,97,1,127.27,0.0,127.27
403,197,1,178.95,34.66,144.29
403,189,2,166.79,0.0,333.58
403,197,1,178.95,0.0,178.95
403,2,1,166.94,0.0,166.94
404,166,1,229.72,0.0,229.72
404,76,2,242.13,0.0,484.26
404,32,1,167.65,13.49,154.16
404,148,1,150.7,0.0,150.7
405,164,1,245.23,0.0,245.23
405,164,2,245.23,0.0,490.46
406,106,1,139.38,0.0,139.38
407,24,2,251.12,0.0,502.24
408,72,1,231.98,0.0,231.98
409,52,2,177.08,11.31,342.85
409,95,1,281.68,0.0,281.68
409,95,2,281.68,0.0,563.36
409,52,1,177.08,0.0,177.08
410,185,1,224.62,0.0,224.62
410,185,2,224.62,0.0,449.24
411,90,2,209.34,0.0,418.68
411,156,1,237.59,0.0,237.59
412,198,2,50.34,0.0,100.68
412,176,1,151.88,0.0,151.88
412,176,1,151.88,32.31,119.57
413,26,2,247.94,0.0,495.88
413,26,1,247.94,0.0,247.94
414,173,1,100.22,13.91,86.31
